A,P,time
1.0,0.0,0.0
0.8815920398009951,0.10746268656716419,7.188
0.773134328358209,0.2129353233830846,14.38
0.6786069651741294,0.31144278606965176,21.56
0.5940298507462687,0.40497512437810945,28.75
0.5054726368159205,0.49452736318407964,35.94
0.41492537313432837,0.5691542288557214,43.12
0.3492537313432836,0.6407960199004976,50.31
0.2865671641791045,0.709452736318408,57.5
0.2338308457711443,0.7582089552238807,64.69
0.1930348258706468,0.8049751243781096,71.88
0.1592039800995025,0.8358208955223881,79.06
0.13830845771144282,0.8597014925373135,86.25
0.12238805970149255,0.8786069651741295,93.44
0.10945273631840798,0.8875621890547265,101.0
0.10248756218905473,0.9044776119402986,108.0
0.09751243781094529,0.8995024875621892,115.0
