A,P,time
0.0,1.0860566448801743,0.0
0.3213507625272331,0.7342047930283224,0.00627
0.5087145969498911,0.5217864923747276,0.0125
0.6383442265795206,0.3976034858387799,0.0188
0.7287581699346405,0.31154684095860563,0.0251
0.775599128540305,0.25054466230936817,0.0314
0.8246187363834422,0.20152505446623092,0.0376
0.8518518518518519,0.16557734204793026,0.0439
0.8801742919389979,0.1383442265795207,0.0502
0.9041394335511982,0.11655773420479303,0.0565
0.9128540305010893,0.09923747276688452,0.0627
0.9248366013071895,0.0869281045751634,0.069
0.9444444444444444,0.07527233115468408,0.0753
0.9607843137254901,0.06721132897603485,0.0815
0.9553376906318083,0.06002178649237473,0.0878
0.9586056644880174,0.05392156862745098,0.0941
0.9782135076252723,0.04934640522875817,0.1
0.985838779956427,0.04575163398692811,0.107
0.9803921568627451,0.04302832244008715,0.113
0.9814814814814815,0.04041394335511982,0.119
0.9847494553376906,0.038562091503267976,0.125
0.9782135076252723,0.03747276688453159,0.132
0.9771241830065359,0.03572984749455338,0.138
0.985838779956427,0.034640522875816995,0.144
0.9923747276688453,0.033877995642701525,0.151
0.9836601307189542,0.03322440087145969,0.157
1.0,0.0326797385620915,0.163
0.9978213507625272,0.03246187363834423,0.169
0.9989106753812637,0.031917211328976035,0.176
0.9847494553376906,0.03169934640522876,0.182
0.9978213507625272,0.0312636165577342,0.188
0.9978213507625272,0.031154684095860564,0.194
0.9945533769063181,0.03071895424836601,0.201
0.9901960784313726,0.0312636165577342,0.207
