A,P,time
1.0,0.0,0.0
0.92,0.0524,47.07
0.874,0.102,94.15
0.826,0.152,141.0
0.777,0.202,188.0
0.727,0.249,235.0
0.681,0.295,282.0
0.625,0.346,330.0
0.587,0.393,377.0
0.545,0.438,424.0
0.494,0.488,471.0
0.451,0.53,518.0
0.4,0.575,565.0
0.362,0.624,612.0
0.315,0.666,659.0
0.271,0.705,706.0
0.228,0.746,753.0
0.192,0.785,800.0
0.153,0.824,847.0
0.119,0.867,894.0
0.0877,0.902,941.0
0.0625,0.927,989.0
0.0412,0.946,1036.0
0.0271,0.954,1083.0
0.0178,0.973,1130.0
0.0124,0.982,1177.0
0.00923,0.977,1224.0
0.00761,0.986,1271.0
