A,P
1.0,0.0
0.6596596596596597,0.02732732732732733
0.44644644644644643,0.06386386386386386
0.3023023023023023,0.10110110110110111
0.2102102102102102,0.13913913913913914
0.15215215215215214,0.17917917917917917
0.11411411411411412,0.2172172172172172
0.08868868868868869,0.25425425425425424
0.07197197197197197,0.28928928928928926
0.05995995995995996,0.33133133133133136
0.05225225225225225,0.36336336336336333
0.04624624624624624,0.40240240240240244
0.04154154154154154,0.4394394394394394
0.03793793793793794,0.48148148148148145
0.034734734734734735,0.5155155155155156
0.03183183183183183,0.5465465465465466
0.029529529529529527,0.5845845845845845
0.027027027027027025,0.6266266266266266
0.024924924924924922,0.6506506506506506
0.022822822822822823,0.6866866866866868
0.02082082082082082,0.7217217217217217
0.018518518518518517,0.7477477477477478
0.016616616616616616,0.7717717717717718
0.014814814814814815,0.8038038038038039
0.013313313313313313,0.8178178178178178
0.01151151151151151,0.8568568568568569
0.01001001001001001,0.8808808808808809
0.008658658658658658,0.8868868868868869
0.007357357357357357,0.9069069069069069
0.006186186186186186,0.9309309309309309
0.005235235235235235,0.9489489489489489
0.004364364364364364,0.955955955955956
0.003673673673673674,0.960960960960961
0.003133133133133133,0.955955955955956
0.0027227227227227227,0.95995995995996
0.0023523523523523524,0.9769769769769769
0.0020620620620620624,0.9669669669669669
0.0019019019019019018,0.974974974974975
