A,P
1.0,0.0
0.5251509054325956,0.02233400402414487
0.30080482897384303,0.0722334004024145
0.19517102615694165,0.12474849094567404
0.1398390342052314,0.17806841046277666
0.11267605633802817,0.2313883299798793
0.09678068410462776,0.28370221327967804
0.08621730382293763,0.33098591549295775
0.0777665995975855,0.3812877263581489
0.07132796780684106,0.42052313883299797
0.06438631790744467,0.46680080482897385
0.059356136820925554,0.5110663983903421
0.054929577464788736,0.5553319919517103
0.04929577464788733,0.5915492957746479
0.044567404426559355,0.6297786720321932
0.040845070422535205,0.6589537223340041
0.03682092555331992,0.698189134808853
0.03329979879275654,0.7152917505030181
0.02977867203219316,0.7394366197183099
0.026961770623742456,0.7716297786720322
0.02404426559356137,0.7867203219315896
0.02203219315895372,0.801810865191147
0.019718309859154928,0.8259557344064385
0.017806841046277666,0.8430583501006036
0.01619718309859155,0.852112676056338
0.014788732394366197,0.8571428571428571
0.01358148893360161,0.8742454728370221
0.012575452716297788,0.8641851106639838
0.011569416498993963,0.8782696177062375
0.011066398390342052,0.8853118712273642
0.010462776659959759,0.8953722334004024
0.009818913480885311,0.8913480885311872
0.009456740442655936,0.8933601609657947
0.00920523138832998,0.9004024144869216
0.00869215291750503,0.8943661971830986
0.008440643863179075,0.9044265593561368
0.00829979879275654,0.9024144869215291
