A,P,time
1.0,0.0,0.0
0.9215291750503019,0.048490945674044265,2.006
0.8732394366197183,0.0959758551307847,4.013
0.8259557344064385,0.14486921529175048,6.019
0.7776659959758552,0.1891348088531187,8.025
0.7424547283702213,0.23843058350100602,10.03
0.6861167002012073,0.28370221327967804,12.04
0.6509054325955734,0.3279678068410463,14.04
0.6066398390342053,0.3762575452716298,16.05
0.5563380281690141,0.42052313883299797,18.06
0.5120724346076458,0.46680080482897385,20.06
0.4738430583501006,0.5040241448692153,22.07
0.4255533199195171,0.5472837022132797,24.08
0.38631790744466804,0.5915492957746479,26.08
0.3480885311871227,0.6187122736418511,28.09
0.31287726358148893,0.6750503018108652,30.1
0.272635814889336,0.704225352112676,32.1
0.23843058350100602,0.7424547283702213,34.11
0.2062374245472837,0.7756539235412475,36.11
0.17505030181086517,0.7997987927565393,38.12
0.1488933601609658,0.8269617706237424,40.13
0.1227364185110664,0.8682092555331992,42.13
0.1006036217303823,0.8853118712273642,44.14
0.08269617706237424,0.909456740442656,46.15
0.06680080482897384,0.9275653923541248,48.15
0.05331991951710261,0.9346076458752516,50.16
0.04154929577464789,0.9567404426559356,52.17
0.03329979879275654,0.96579476861167,54.17
0.026861167002012073,0.9718309859154929,56.18
0.021730382293762576,0.9718309859154929,58.18
0.017806841046277666,0.9899396378269618,60.19
0.01488933601609658,0.9839034205231388,62.2
0.012776659959758551,0.982897384305835,64.2
0.011368209255533198,1.0030181086519114,66.21
