A,P
0.0,0.0
0.042394822006472495,0.16936353829557713
0.13700107874865156,0.24163969795037757
0.24811218985976266,0.2653721682847896
0.35706580366774543,0.2610571736785329
0.46494066882416396,0.24271844660194175
0.5566343042071197,0.21467098166127294
0.6353829557713052,0.192017259978425
0.697950377562028,0.16936353829557713
0.7497303128371089,0.1488673139158576
0.8047464940668824,0.1272923408845739
0.837108953613808,0.11218985976267529
0.8532901833872708,0.09708737864077668
0.8867313915857604,0.08457389428263214
0.9029126213592232,0.0732470334412082
0.9288025889967637,0.06321467098166127
0.9385113268608414,0.05544768069039913
0.9611650485436893,0.04854368932038834
0.9600862998921251,0.04228694714131607
0.9633225458468176,0.037108953613807984
0.9913700107874865,0.0325782092772384
0.9719525350593311,0.02837108953613808
0.9967637540453075,0.0250269687162891
0.9892125134843581,0.022222222222222223
0.9967637540453075,0.019633225458468177
1.0,0.01779935275080906
