A,P
1.0,0.0
0.05206030150753769,0.057889447236180905
0.0027236180904522617,0.12763819095477388
0.0,0.19798994974874373
0.0,0.264321608040201
0.0,0.3206030150753769
0.0,0.3919597989949749
0.0,0.44120603015075377
0.0,0.5015075376884423
0.0,0.5527638190954774
0.0,0.5899497487437185
0.0,0.6402010050251257
0.0,0.6743718592964825
0.0,0.7095477386934673
0.0,0.7527638190954774
0.0,0.7849246231155779
0.0,0.807035175879397
0.0,0.8231155778894472
0.0,0.8603015075376884
0.0,0.8824120603015075
0.0,0.892462311557789
0.0,0.9065326633165829
0.0,0.9256281407035176
0.0,0.9206030150753769
0.0,0.9326633165829146
0.0,0.949748743718593
0.0,0.950753768844221
0.0,0.9557788944723618
0.0,0.9658291457286432
0.0,0.9778894472361809
0.0,0.971859296482412
0.0,0.9798994974874372
