P,A
0.0,1.0
0.09381854436689932,0.8853439680957129
0.18344965104685945,0.8105682951146561
0.2671984047856431,0.7228315054835494
0.3349950149551347,0.6520438683948157
0.3978065802592224,0.5842472582253241
0.46061814556331016,0.535393818544367
0.5044865403788634,0.47657028913260224
0.5593220338983051,0.4317048853439681
0.5972083748753739,0.39680957128614164
0.630109670987039,0.3559322033898305
0.6679960119641077,0.321036889332004
0.6979062811565304,0.29212362911266204
0.7148554336989034,0.2671984047856431
0.7417746759720838,0.23828514456630112
0.7686939182452643,0.2173479561316052
0.7786640079760719,0.19940179461615157
0.7976071784646063,0.18045862412761715
0.8255234297108675,0.16251246261216354
0.8384845463609173,0.14955134596211367
0.8484546360917249,0.1395812562313061
0.8554336989032902,0.12562313060817548
0.8683948155533401,0.11465603190428715
0.8703888334995016,0.10468594217347957
0.8743768693918246,0.09710867397806582
0.8993020937188436,0.08863409770687938
0.8993020937188436,0.08325024925224328
0.9202392821535396,0.07647058823529412
0.9012961116650051,0.07048853439680958
0.918245264207378,0.06600199401794617
0.9172482552342972,0.061316051844466604
0.9361914257228315,0.05712861415752742
0.9282153539381856,0.05324027916251247
0.9312063808574279,0.0502492522432702
0.9501495513459621,0.04675972083748754
0.9421734795613161,0.04366899302093719
0.9501495513459621,0.041575274177467605
0.9411764705882354,0.03948155533399801
0.9401794616151545,0.03708873379860419
