A,P,time
0.0,1.0030150753768845,0.0
0.04904522613065327,0.8804020100502513,628.0
0.09919597989949748,0.8331658291457286,1255.0
0.14773869346733667,0.7869346733668342,1883.0
0.19899497487437187,0.735678391959799,2511.0
0.24824120603015076,0.6864321608040201,3139.0
0.29547738693467335,0.6321608040201006,3766.0
0.34472361809045227,0.5869346733668341,4394.0
0.3949748743718593,0.5316582914572865,5022.0
0.44321608040201005,0.4834170854271357,5650.0
0.4934673366834171,0.4381909547738693,6277.0
0.5396984924623116,0.3939698492462312,6905.0
0.5798994974874372,0.3507537688442211,7533.0
0.6321608040201006,0.2994974874371859,8161.0
0.6824120603015076,0.2542713567839196,8788.0
0.7276381909547739,0.21306532663316582,9416.0
0.7688442211055276,0.1698492462311558,10044.0
0.8160804020100503,0.12864321608040202,10672.0
0.8623115577889447,0.09306532663316583,11299.0
0.8804020100502513,0.0621105527638191,11927.0
0.9145728643216081,0.03768844221105527,12555.0
0.9457286432160803,0.02190954773869347,13183.0
0.9447236180904522,0.012763819095477387,13810.0
0.9899497487437185,0.007557788944723618,14438.0
0.9979899497487437,0.004432160804020101,15066.0
0.9829145728643216,0.002743718592964824,15694.0
0.985929648241206,0.0016683417085427135,16321.0
1.0,0.0010050251256281408,16949.0
