A,P,time
1.0,0.0,0.0
0.888888888888889,0.06456456456456457,360.0
0.8398398398398398,0.13213213213213215,719.0
0.7607607607607608,0.20220220220220222,1079.0
0.6956956956956957,0.26626626626626626,1438.0
0.6276276276276276,0.33433433433433435,1798.0
0.5565565565565566,0.3953953953953954,2157.0
0.5055055055055055,0.46546546546546547,2517.0
0.44244244244244246,0.5235235235235235,2876.0
0.3793793793793794,0.5825825825825826,3236.0
0.3233233233233233,0.6496496496496497,3595.0
0.2672672672672673,0.7037037037037036,3955.0
0.21521521521521522,0.7537537537537538,4315.0
0.1691691691691692,0.7887887887887888,4674.0
0.13013013013013014,0.8518518518518519,5034.0
0.09679679679679679,0.8828828828828829,5393.0
0.06776776776776776,0.8998998998998999,5753.0
0.047747747747747746,0.9429429429429429,6112.0
0.03313313313313313,0.955955955955956,6472.0
0.023423423423423424,0.9729729729729729,6831.0
0.01771771771771772,0.9819819819819819,7191.0
0.014114114114114115,0.984984984984985,7550.0
0.012012012012012012,0.996996996996997,7910.0
