A,P,time
1.0,0.0,0.0
0.5528700906344411,0.4501510574018127,16.67
0.459214501510574,0.5468277945619335,33.33
0.38368580060422963,0.6193353474320241,50.0
0.32628398791540786,0.6777442094662639,66.67
0.27794561933534745,0.743202416918429,83.33
0.23061430010070494,0.7764350453172205,100.0
0.1933534743202417,0.8036253776435046,117.0
0.16515609264853978,0.8318227593152064,133.0
0.13997985901309165,0.8670694864048338,150.0
0.11782477341389729,0.9043303121852971,167.0
0.10050352467270897,0.9164149043303123,183.0
0.08519637462235649,0.9254783484390735,200.0
0.07190332326283988,0.9395770392749245,217.0
0.061631419939577034,0.9425981873111783,233.0
0.05246727089627392,0.9446122860020141,250.0
0.04501510574018126,0.9677744209466264,267.0
0.037965760322255786,0.9738167170191339,283.0
0.03293051359516616,0.9677744209466264,300.0
