A,P,time
1.0,0.0,0.0
0.9118236472945892,0.06513026052104208,206.0
0.8496993987975952,0.13026052104208416,413.0
0.7865731462925852,0.19438877755511022,619.0
0.7264529058116233,0.2575150300601202,826.0
0.6653306613226453,0.3186372745490982,1032.0
0.6082164328657315,0.37675350701402804,1239.0
0.5551102204408818,0.43286573146292584,1445.0
0.49498997995991983,0.4879759519038076,1651.0
0.4498997995991984,0.5430861723446894,1858.0
0.39879759519038077,0.5931863727454909,2064.0
0.3537074148296593,0.6302605210420842,2271.0
0.3096192384769539,0.6713426853707415,2477.0
0.2725450901803607,0.719438877755511,2684.0
0.23146292585170342,0.7535070140280561,2890.0
0.20140280561122245,0.7855711422845691,3096.0
0.1713426853707415,0.8266533066132264,3303.0
0.14529058116232463,0.8537074148296593,3509.0
0.12324649298597194,0.875751503006012,3716.0
0.10420841683366733,0.8807615230460922,3922.0
0.08917835671342685,0.8977955911823647,4128.0
0.07404809619238477,0.9278557114228457,4335.0
0.06442885771543086,0.9438877755511021,4541.0
0.054709418837675355,0.9438877755511021,4748.0
0.047795591182364726,0.9589178356713427,4954.0
0.04158316633266533,0.9509018036072144,5161.0
0.03697394789579159,0.9569138276553106,5367.0
