A,P,time
1.0,0.0,0.0
0.809,0.181,0.00637
0.652,0.346,0.0127
0.505,0.496,0.0191
0.381,0.61,0.0255
0.284,0.713,0.0319
0.207,0.78,0.0382
0.147,0.856,0.0446
0.104,0.901,0.051
0.0748,0.922,0.0573
0.0541,0.95,0.0637
0.04,0.962,0.0701
0.0303,0.955,0.0764
0.0242,0.976,0.0828
0.0198,0.987,0.0892
0.0168,0.989,0.0956
0.0149,0.991,0.102
0.0137,1.001,0.108
0.0131,0.983,0.115
0.0124,0.986,0.121
0.0121,0.975,0.127
0.0121,0.986,0.134
0.0119,0.986,0.14
0.0118,0.996,0.147
0.0118,0.987,0.153
0.0117,0.996,0.159
0.0116,0.977,0.166
0.0117,0.987,0.172
