A,P,time
1.0,0.0,0.0
0.9344587884806356,0.05640516385302881,3.262
0.8848063555114202,0.11320754716981134,6.524
0.8152929493545185,0.16782522343594838,9.787
0.7646474677259186,0.22542204568023835,13.05
0.7130089374379345,0.282025819265144,16.31
0.6554121151936446,0.33565044687189677,19.57
0.5978152929493545,0.39026812313803383,22.84
0.5511420059582921,0.438927507447865,26.1
0.48758689175769615,0.496524329692155,29.36
0.4379344587884807,0.554121151936445,32.62
0.3882820258192652,0.608738828202582,35.88
0.3406156901688183,0.650446871896723,39.15
0.282025819265144,0.7100297914597816,42.41
0.23733862959285007,0.749751737835154,45.67
0.19265143992055614,0.7894736842105264,48.93
0.14796425024826218,0.836146971201589,52.19
0.1092353525322741,0.8758689175769614,55.46
0.07517378351539226,0.9136047666335652,58.72
0.04786494538232374,0.9414101290963258,61.98
0.028500496524329694,0.9602780536246277,65.24
0.016484607745779544,0.9751737835153923,68.51
0.010129096325719962,0.9841112214498512,71.77
0.007199602780536247,0.9801390268123139,75.03
