P,A
0.0,1.0
0.028599801390268124,0.9394240317775572
0.057596822244289976,0.9155908639523338
0.08867924528301888,0.8818272095332672
0.11817279046673287,0.8460774577954321
0.14895729890764647,0.8232373386295929
0.1807348560079444,0.794438927507448
0.21251241310824232,0.7586891757696128
0.24528301886792456,0.7189672293942404
0.2840119165839126,0.702085402184707
0.3177755710029792,0.6415094339622642
0.35451837140019865,0.6226415094339623
0.39324726911618674,0.5829195630585899
0.4309831181727905,0.5491559086395235
0.4667328699106256,0.5014895729890765
0.5034756703078451,0.46573982125124136
0.5521350546176764,0.4121151936444886
0.6027805362462761,0.3714001986097319
0.6514399205561073,0.326713008937438
0.6951340615690169,0.2780536246276068
0.7418073485600796,0.23237338629592855
0.7954319761668323,0.18272095332671304
0.836146971201589,0.1380337636544191
0.8877855014895731,0.09394240317775572
0.9215491559086396,0.059980139026812325
0.9443892750744787,0.03624627606752731
0.9682224428997022,0.023138033763654423
0.9771598808341609,0.01717974180734856
0.9523336643495532,0.014796425024826218
0.9721946375372394,0.013704071499503477
0.9761668321747766,0.013207547169811321
