P,A
0.0,1.0
0.030417495029821072,0.9145129224652088
0.060834990059642144,0.9015904572564613
0.09343936381709742,0.8578528827037774
0.12524850894632206,0.8260437375745526
0.15805168986083498,0.7842942345924454
0.19284294234592445,0.7624254473161034
0.23260437375745527,0.7256461232604373
0.27435387673956263,0.6819085487077535
0.31312127236580517,0.6441351888667992
0.3508946322067594,0.6003976143141153
0.40258449304174954,0.5576540755467198
0.44433399602385687,0.5009940357852882
0.5049701789264414,0.45825049701789267
0.5596421471172962,0.40258449304174954
0.6232604373757455,0.3339960238568589
0.6928429423459244,0.2644135188866799
0.7872763419483102,0.18091451292246521
0.8966202783300199,0.0801192842942346
0.9731610337972166,0.01411530815109344
0.9821073558648111,0.009443339960238568
0.978131212723658,0.009393638170974154
0.9731610337972166,0.009274353876739562
0.9791252485089463,0.009423459244532804
