A,P
0.0,0.0
0.19640971488912357,0.6156282998944034
0.3431890179514256,0.498416050686378
0.45195353748680045,0.41605068637803594
0.5417106652587118,0.3442449841605069
0.6166842661034847,0.29567053854276665
0.6800422386483633,0.25237592397043296
0.73389651531151,0.21647307286166842
0.7581837381203802,0.18373812038014783
0.808870116156283,0.1573389651531151
0.82259767687434,0.1341077085533263
0.8479408658922916,0.11615628299894404
0.8722280887011615,0.10116156282998943
0.8922914466737064,0.08680042238648362
0.9028511087645196,0.0761351636747624
0.9229144667370645,0.06536430834213305
0.9334741288278776,0.056705385427666316
0.9366420274551215,0.04910242872228089
0.9598732840549103,0.04255543822597677
0.958817317845829,0.03738120380147836
0.9598732840549103,0.032101372756071805
0.9788806758183739,0.0279831045406547
0.9736008447729674,0.024181626187961987
0.9831045406546991,0.021013727560718058
0.9778247096092926,0.018479408658922915
1.0,0.015839493136219643
