P,A
0.0,1.0
0.18956870611835508,0.802407221664995
0.34503510531594783,0.649949849548646
0.4694082246740221,0.5325977933801405
0.5727181544633901,0.4312938816449348
0.6449348044132397,0.3490471414242728
0.7071213640922768,0.2838515546639919
0.761283851554664,0.2337011033099298
0.7983951855566701,0.1905717151454363
0.8355065195586759,0.15947843530591777
0.8635907723169508,0.13139418254764293
0.880641925777332,0.10832497492477432
0.9017051153460381,0.09207622868605818
0.9117352056168506,0.07713139418254764
0.929789368104313,0.06509528585757272
0.921765295887663,0.055867602808425273
0.9448345035105316,0.048545636910732194
0.9538615847542627,0.04212637913741224
0.9689067201604814,0.037011033099297895
